0.000000	0.266395	0.619358	0.136522	0.184780
0.500000	0.163036	0.237392	0.171960	0.089976
1.000000	0.141340	0.229879	0.132098	0.095590
1.500000	0.096085	0.232962	0.130358	0.074271
2.000000	0.203046	0.193587	0.115472	0.183459
2.500000	0.221089	0.571600	0.161448	0.112515
3.000000	2.563768	2.142433	1.790237	1.125398
3.500000	2.338878	0.976863	1.935842	0.325096
4.000000	1.192375	0.538939	1.467960	0.346542
4.500000	1.998586	0.866467	1.013909	0.099912
5.000000	1.409583	0.534775	0.961473	0.065063
5.500000	1.596405	0.919811	0.919165	0.299324
6.000000	1.449690	0.673276	0.966479	0.071734
6.500000	1.432140	0.650983	1.850321	0.797075
7.000000	1.453422	0.659501	1.314445	0.178271
7.500000	1.295646	0.106172	1.479745	0.516762
8.000000	1.306985	0.152395	1.448085	0.506062
8.500000	1.227650	0.399157	1.397554	0.433178
9.000000	1.438985	0.669642	1.622735	0.940425
9.500000	1.322875	0.117794	1.880379	1.132671
10.000000	1.457248	0.675739	1.937330	1.124637
10.500000	1.351352	0.745516	1.832457	1.058254
11.000000	1.446332	0.657600	1.794365	0.989103
11.500000	1.275057	0.232665	1.975811	1.143355
12.000000	1.320164	0.603067	1.774035	0.898001
12.500000	1.292664	0.249635	1.616416	0.755850
13.000000	1.289392	0.273079	1.637593	0.764998
13.500000	1.481998	0.658592	1.909781	1.120118
14.000000	1.316937	0.128685	1.868092	1.068934
14.500000	1.314486	0.633852	1.698574	0.886325
15.000000	1.222798	0.382360	1.775600	0.947909
15.500000	1.466667	0.665619	1.757862	0.947372
