1362358220.534000	23840.966047	3
1362358221.755000	3483.137259	3
1362358238.614000	27611.161566	3
1362358240.909000	3131.313855	3
1362358257.775000	26384.000000	3
1362358263.353000	321.576768	3
1362358280.349000	26059.702889	3
1362358289.376000	223.665237	3
1362358306.341000	25565.891179	3
1362358313.180000	316.326524	3
1362358330.170000	26036.839709	3
1362358337.985000	311.557825	3
1362358355.016000	23445.497030	3
1362358363.840000	336.956581	3
1362358380.776000	26596.775694	3
1362358389.130000	3874.992147	3
1362358408.814000	20414.030315	3
1362358419.620000	325.972669	3
1362358451.890000	348.314566	3
1362358468.700000	26740.537324	3
1362358481.480000	333.333309	3
1362358499.654000	17521.841735	3
1362358513.410000	326.315773	3
1362358530.310000	26501.788422	3
1362358545.030000	344.444499	3
1362358562.065000	24838.490156	3
1362358577.855000	328.042351	3
1362358594.799000	26059.702889	3
1362358611.689000	323.253432	3
1362358628.719000	25175.569546	3
1362358629.979000	94036.519533	3
1362358646.353000	22200.450539	3
1362358648.653000	64465.344619	3
1362358665.813000	24591.548946	3
1362358669.101000	74275.356159	3
1362358689.525000	19656.953767	3
1362358698.530000	7794.676467	3
1362358715.650000	24449.753152	3
1362358722.761000	9903.383103	3
1362358740.024000	15556.603836	3
1362358748.154000	9335.154405	3
1362358768.330000	22762.271670	3
1362358777.433000	9429.621673	3
1362358794.594000	24776.289839	3
1362358804.605000	9678.942259	3
1362358821.785000	25175.569546	3
1362358832.735000	10049.019796	3
1362358849.738000	25325.940050	3
1362358861.705000	9865.254727	3
1362358878.720000	25282.793333	3
1362358891.718000	9651.600424	3
1362358908.896000	24942.860941	3
1362358922.888000	8525.877868	3
1362358941.989000	25743.275806	3
1362358955.374000	64062.465634	3
1362358972.524000	23045.033411	3
1362358987.981000	9715.641391	3
1362359005.305000	22675.324411	3
