1362346087.929000	-95.000000	4
1362346112.756000	-95.000000	4
1362346125.129000	-91.000000	4
1362346132.931000	-91.000000	4
1362346147.679000	-93.000000	4
1362346155.239000	-93.000000	4
1362346168.789000	-92.000000	4
1362346178.825000	-92.000000	4
1362346189.239000	-92.000000	4
1362346197.279000	-93.000000	4
1362346198.679000	-92.000000	4
1362346209.105000	-92.000000	4
1362346219.389000	-92.000000	4
1362346221.870000	-92.000000	4
1362346230.059000	-94.000000	4
1362346231.429000	-93.000000	4
1362346241.954000	-93.000000	4
1362346253.059000	-97.000000	4
1362346253.895000	-97.000000	4
1362346264.699000	-96.000000	4
1362346269.209000	-96.000000	4
1362346276.644000	-96.000000	4
1362346286.339000	-96.000000	4
1362346288.404000	-96.000000	4
1362346296.169000	-95.000000	4
1362346297.589000	-96.000000	4
1362346308.055000	-96.000000	4
1362346319.009000	-98.000000	4
1362346322.118000	-98.000000	4
1362346329.709000	-98.000000	4
1362346331.159000	-99.000000	4
1362346341.714000	-99.000000	4
1362346351.229000	-101.000000	4
1362346355.175000	-101.000000	4
1362346362.859000	-99.000000	4
1362346364.269000	-100.000000	4
1362346374.804000	-100.000000	4
1362346385.169000	-110.500000	4
1362346390.335000	-110.500000	4
1362346398.339000	-102.000000	4
1362346399.689000	-101.000000	4
1362346410.364000	-101.000000	4
1362346420.009000	-102.000000	4
1362346426.008000	-102.000000	4
1362346433.249000	-99.000000	4
1362346434.369000	-98.000000	4
1362346445.909000	-94.000000	4
1362346476.421000	-93.000000	4
1362346479.449000	-93.000000	4
1362346489.429000	-93.000000	4
1362346504.709000	-93.000000	4
1362346506.159000	-92.000000	4
1362346516.654000	-92.000000	4
1362346526.529000	-92.000000	4
1362346535.533000	-92.000000	4
1362346543.409000	-93.000000	4
1362346544.789000	-92.000000	4
1362346555.274000	-92.000000	4
1362346565.089000	-96.000000	4
1362346574.940000	-96.000000	4
1362346582.629000	-96.000000	4
1362346583.979000	-97.000000	4
1362346594.525000	-97.000000	4
1362346606.019000	-96.000000	4
1362346616.041000	-96.000000	4
1362346632.299000	-95.000000	4
1362346642.215000	-95.000000	4
1362346651.789000	-96.000000	4
1362346660.349000	-96.000000	4
1362346670.529000	-96.000000	4
1362346683.519000	-96.000000	4
1362346685.339000	-96.000000	4
1362346692.929000	-94.000000	4
1362346702.839000	-94.000000	4
1362346712.709000	-93.000000	4
1362346721.759000	-93.000000	4
1362346731.505000	-93.000000	4
1362346741.519000	-94.000000	4
1362346742.550000	-94.000000	4
1362346750.469000	-94.000000	4
1362346760.120000	-94.000000	4
1362346769.739000	-94.000000	4
1362346771.733000	-94.000000	4
1362346779.329000	-94.000000	4
1362346789.393000	-94.000000	4
1362346799.129000	-93.000000	4
1362346802.028000	-93.000000	4
1362346810.709000	-92.000000	4
1362346820.364000	-92.000000	4
1362346830.529000	-93.000000	4
1362346834.078000	-93.000000	4
1362346843.429000	-95.000000	4
1362346851.665000	-95.000000	4
1362346865.729000	-93.000000	4
1362346870.653000	-93.000000	4
1362346878.389000	-93.000000	4
1362346888.270000	-93.000000	4
1362346900.909000	-93.000000	4
1362346907.041000	-93.000000	4
1362346914.989000	-94.000000	4
1362346924.676000	-94.000000	4
1362346934.819000	-93.000000	4
1362346941.360000	-93.000000	4
1362346949.509000	-95.000000	4
1362346959.220000	-95.000000	4
1362346968.889000	-98.000000	4
1362346976.876000	-98.000000	4
1362346984.229000	-98.000000	4
1362346994.435000	-98.000000	4
1362347004.119000	-98.000000	4
1362347013.140000	-98.000000	4
1362347021.099000	-98.000000	4
1362347031.026000	-98.000000	4
1362347040.289000	-98.000000	4
1362347050.410000	-98.000000	4
1362347058.129000	-97.000000	4
1362347076.739000	-100.000000	4
1362347076.780000	-100.000000	4
1362347084.039000	-100.000000	4
1362347174.219000	-94.000000	4
1362347343.129000	-94.000000	4
1362347378.339000	-93.000000	4
1362347397.919000	-93.000000	4
1362347399.209000	-93.000000	4
1362347413.349000	-93.000000	4
1362347461.441000	-108.250000	4
1362347463.831000	-108.250000	4
1362347467.670000	-108.750000	4
1362347468.953000	-107.500000	4
1362347491.669000	-94.000000	4
1362347504.901000	-92.000000	4
