0.5	1.0	1.0	1.0	1.0	1.0
3.5	1.0	1.0	1.0	2.0	2.0
4.0	1.0	1.0	12.0	12.0	12.0
4.5	1.0	1.0	1.0	16.0	16.0
5.0	1.0	1.0	1.0	1.0	1.0
5.5	16.0	16.0	16.0	16.0	16.0
6.5	1.0	1.0	1.0	1.0	1.0
7.0	15.0	15.0	15.0	15.0	15.0
7.5	12.0	12.0	12.0	12.0	12.0
8.0	1.0	1.0	1.0	1.0	1.0
8.5	1.0	1.0	1.0	15.0	15.0
10.0	1.0	1.0	16.0	16.0	16.0
10.5	1.0	1.0	1.0	1.0	1.0
11.0	1.0	1.0	7.0	7.0	7.0
11.5	1.0	1.0	1.0	1.0	1.0
12.0	1.0	1.0	1.0	1.0	1.0
12.5	1.0	1.0	1.0	1.0	1.0
13.0	1.0	1.0	1.0	1.0	1.0
14.5	1.0	1.0	1.0	1.0	1.0
15.0	1.0	1.0	1.0	1.0	1.0
