0.000000 	0	0	4 4
0.894000 	2	0	0 2
49.396000 	0	0	4 4
50.264000 	2	0	0 2
52.256000 	2	0	0 2
55.261000 	0	0	4 4
55.805000 	2	0	0 2
55.806000 	2	0	0 2
55.810000 	2	0	0 2
55.825000 	2	0	0 2
55.828000 	2	0	0 2
55.984000 	2	0	0 2
55.988000 	2	0	0 2
57.431000 	0	3	0 3
57.441000 	0	3	0 3
57.444000 	0	3	0 3
57.450000 	0	3	0 3
57.451000 	0	3	0 3
57.543000 	0	3	0 3
57.640000 	0	3	0 3
57.641000 	0	3	0 3
57.643000 	0	3	0 3
57.741000 	0	3	0 3
57.759000 	0	3	0 3
57.900000 	0	3	0 3
57.990000 	0	3	0 3
57.995000 	0	3	0 3
58.090000 	0	3	0 3
58.131000 	0	3	0 3
58.173000 	0	3	0 3
58.250000 	0	3	0 3
58.380000 	0	3	0 3
58.383000 	0	3	0 3
58.383000 	0	3	0 3
58.520000 	0	3	0 3
58.570000 	0	3	0 3
58.611000 	0	3	0 3
58.640000 	0	3	0 3
58.730000 	0	3	0 3
59.090000 	0	3	0 3
59.091000 	0	3	0 3
59.128000 	0	3	0 3
59.220000 	0	3	0 3
59.270000 	0	3	0 3
59.295000 	0	3	0 3
59.390000 	0	3	0 3
59.441000 	0	3	0 3
59.483000 	0	3	0 3
59.630000 	0	3	0 3
59.740000 	0	3	0 3
59.800000 	0	3	0 3
59.801000 	0	3	0 3
59.883000 	0	3	0 3
59.990000 	0	3	0 3
60.040000 	0	3	0 3
60.076000 	0	3	0 3
70.809000 	0	0	4 4
71.605000 	2	0	0 2
71.664000 	2	0	0 2
71.666000 	2	0	0 2
71.668000 	2	0	0 2
72.205000 	2	0	0 2
72.294000 	2	0	0 2
72.333000 	2	0	0 2
72.338000 	2	0	0 2
72.864000 	2	0	0 2
73.064000 	2	0	0 2
73.066000 	2	0	0 2
133.034000 	0	0	4 4
133.884000 	2	0	0 2
133.924000 	2	0	0 2
133.925000 	2	0	0 2
133.926000 	2	0	0 2
135.018000 	0	3	0 3
135.054000 	0	3	0 3
135.270000 	0	3	0 3
135.418000 	0	3	0 3
135.478000 	0	3	0 3
135.480000 	0	3	0 3
135.518000 	0	3	0 3
135.628000 	0	3	0 3
135.668000 	0	3	0 3
135.670000 	0	3	0 3
135.694000 	0	3	0 3
135.798000 	0	3	0 3
135.848000 	0	3	0 3
135.851000 	0	3	0 3
135.958000 	0	3	0 3
136.008000 	0	3	0 3
136.044000 	0	3	0 3
263.745000 	0	0	4 4
264.614000 	2	0	0 2
264.654000 	2	0	0 2
264.655000 	2	0	0 2
264.665000 	2	0	0 2
265.681000 	0	3	0 3
265.716000 	0	3	0 3
265.990000 	0	3	0 3
266.151000 	0	3	0 3
266.221000 	0	3	0 3
266.224000 	0	3	0 3
266.249000 	0	3	0 3
266.371000 	0	3	0 3
266.401000 	0	3	0 3
