266.426000 	0	3	0 3
266.581000 	0	3	0 3
266.581000 	0	3	0 3
266.585000 	0	3	0 3
266.701000 	0	3	0 3
266.751000 	0	3	0 3
266.785000 	0	3	0 3
348.149000 	0	0	4 4
348.156000 	0	0	4 4
349.194000 	2	0	0 2
349.214000 	2	0	0 2
349.234000 	2	0	0 2
349.236000 	2	0	0 2
375.200000 	0	0	4 4
375.984000 	2	0	0 2
376.004000 	2	0	0 2
376.006000 	2	0	0 2
378.050000 	2	0	0 2
378.454000 	2	0	0 2
390.240000 	0	0	4 4
391.054000 	2	0	0 2
398.726000 	2	0	0 2
399.084000 	2	0	0 2
399.085000 	2	0	0 2
399.089000 	2	0	0 2
399.404000 	2	0	0 2
399.405000 	2	0	0 2
400.159000 	2	0	0 2
400.505000 	0	3	0 3
400.528000 	0	3	0 3
400.529000 	0	3	0 3
400.529000 	0	3	0 3
400.530000 	0	3	0 3
400.530000 	0	3	0 3
400.545000 	0	3	0 3
400.671000 	0	3	0 3
400.681000 	0	3	0 3
400.681000 	0	3	0 3
400.685000 	0	3	0 3
400.685000 	0	3	0 3
400.791000 	0	3	0 3
400.798000 	0	3	0 3
400.941000 	0	3	0 3
401.041000 	0	3	0 3
401.045000 	0	3	0 3
401.151000 	0	3	0 3
401.194000 	0	3	0 3
401.230000 	0	3	0 3
401.470000 	0	3	0 3
401.621000 	0	3	0 3
401.721000 	0	3	0 3
401.724000 	0	3	0 3
401.745000 	0	3	0 3
401.851000 	0	3	0 3
401.894000 	0	3	0 3
401.919000 	0	3	0 3
402.061000 	0	3	0 3
402.071000 	0	3	0 3
402.075000 	0	3	0 3
402.181000 	0	3	0 3
402.261000 	0	3	0 3
402.299000 	0	3	0 3
460.233000 	0	0	4 4
460.233000 	0	0	4 4
461.004000 	2	0	0 2
461.124000 	2	0	0 2
461.144000 	2	0	0 2
461.145000 	2	0	0 2
490.130000 	0	0	4 4
491.034000 	2	0	0 2
698.876000 	2	0	0 2
699.294000 	2	0	0 2
699.295000 	2	0	0 2
699.366000 	2	0	0 2
699.634000 	2	0	0 2
699.635000 	2	0	0 2
700.665000 	0	3	0 3
700.674000 	0	3	0 3
700.675000 	0	3	0 3
700.684000 	0	3	0 3
700.686000 	0	3	0 3
700.710000 	0	3	0 3
700.944000 	0	3	0 3
700.945000 	0	3	0 3
700.946000 	0	3	0 3
700.948000 	0	3	0 3
701.044000 	0	3	0 3
701.050000 	0	3	0 3
701.194000 	0	3	0 3
701.634000 	0	3	0 3
701.639000 	0	3	0 3
702.404000 	0	3	0 3
702.405000 	0	3	0 3
702.894000 	0	3	0 3
702.934000 	0	3	0 3
702.938000 	0	3	0 3
703.090000 	0	3	0 3
703.244000 	0	3	0 3
703.524000 	0	3	0 3
703.526000 	0	3	0 3
703.555000 	0	3	0 3
703.664000 	0	3	0 3
703.694000 	0	3	0 3
703.705000 	0	3	0 3
703.864000 	0	3	0 3
703.924000 	0	3	0 3
703.934000 	0	3	0 3
703.936000 	0	3	0 3
704.744000 	0	3	0 3
704.745000 	0	3	0 3
704.745000 	0	3	0 3
704.798000 	0	3	0 3
704.914000 	0	3	0 3
704.964000 	0	3	0 3
704.965000 	0	3	0 3
704.970000 	0	3	0 3
705.084000 	0	3	0 3
705.134000 	0	3	0 3
705.150000 	0	3	0 3
705.264000 	0	3	0 3
705.334000 	0	3	0 3
705.344000 	0	3	0 3
705.375000 	0	3	0 3
705.435000 	0	3	0 3
705.436000 	0	3	0 3
705.544000 	0	3	0 3
705.545000 	0	3	0 3
705.545000 	0	3	0 3
705.548000 	0	3	0 3
873.291000 	0	0	4 4
874.144000 	2	0	0 2
