0.000000	0.161601	0.060668
0.500000	0.053763	0.000000
1.000000	0.023810	0.000000
1.500000	0.056676	0.001373
2.000000	0.041677	0.008847
2.500000	0.118077	0.045476
3.000000	0.330404	0.042502
3.500000	0.253829	0.038123
4.000000	0.131116	0.036657
4.500000	0.073204	0.016625
5.000000	0.052789	0.005586
5.500000	0.123364	0.022374
6.000000	0.158930	0.047199
6.500000	0.064819	0.000773
7.000000	0.141519	0.036882
7.500000	0.085220	0.027149
8.000000	0.068452	0.025286
8.500000	0.038701	0.007237
9.000000	0.063459	0.016655
9.500000	0.033137	0.009788
10.000000	0.068506	0.022789
10.500000	0.128086	0.027613
11.000000	0.060037	0.012052
11.500000	0.036584	0.008155
12.000000	0.077647	0.022453
12.500000	0.082388	0.034548
13.000000	0.051402	0.019411
13.500000	0.042925	0.009228
14.000000	0.042111	0.007392
14.500000	0.082641	0.025720
15.000000	0.119647	0.030861
15.500000	0.068804	0.028225
